,GOVT_USD_USA_1m,GOVT_USD_USA_3m,GOVT_USD_USA_6m,GOVT_USD_USA_1y,GOVT_USD_USA_2y,GOVT_USD_USA_3y,GOVT_USD_USA_5y,GOVT_USD_USA_7y,GOVT_USD_USA_10y,GOVT_USD_USA_20y,GOVT_USD_USA_30y
2013-02-22,0.001100554752823557,0.001300633887323377,0.0013995102285464394,0.001599440285170854,0.0026999175856811356,0.00400315363679852,0.00845236387293757,0.013616012535310284,0.020369955910247883,0.02969381184028902,0.034918890534637835
2013-02-25,0.0009003713428288318,0.0012005401080079636,0.0013995102285464394,0.001599440285170854,0.002499767041968512,0.0037025283777628055,0.007845028277888617,0.01268825452869866,0.019424635885837038,0.02883947653285526,0.03418621679932989
2013-02-26,0.001100554752823557,0.0014007351715152883,0.0013995102285464394,0.0016994053199764416,0.0024996575804216185,0.003702420082522446,0.007844889143667499,0.012688090712104982,0.019424453285185862,0.028839324244913686,0.03418608019402356
2013-02-27,0.001100554752823557,0.0011004538331933489,0.0012995776829941676,0.0016994477987421024,0.0026998331155157016,0.003601616499809786,0.007845088581272136,0.013002427315948327,0.0197452608063351,0.029171924581178545,0.0345349628168453
2013-02-28,0.000700224627007362,0.0011004538331933489,0.0012995776829941676,0.0016994477987421024,0.0024996888460972638,0.0036020981889679895,0.007744050384876137,0.012795623141385475,0.01953446912760167,0.02908147278285868,0.03443696008350619
2013-03-01,0.000700224627007362,0.0011004538331933489,0.0011996401439351657,0.0015995202451989353,0.0024998295811461835,0.0035018930243603304,0.007541724413134599,0.012486589433418668,0.01921951427480581,0.028753448146724498,0.03392562380524193
2013-03-04,0.000700224627007362,0.0011004538331933489,0.0011996401439351657,0.0015995202451989353,0.002399761224308548,0.0035021271872146373,0.007643663967580533,0.012694354026671816,0.01943143487207341,0.028973765693354775,0.03415632746894903
2013-03-05,0.0009003713428288318,0.0008002400320015202,0.0011996401439351657,0.0014995502136387364,0.0024999390591349895,0.003602338991088385,0.0077443642757409606,0.012900727408160279,0.019641757729814135,0.029192745014675003,0.03438590218563517
2013-03-06,0.0009003713428288318,0.0010003750625042773,0.0011996401439351657,0.0014995502136387364,0.0024999390591349895,0.0038030741557751914,0.00814959728485699,0.01331029179145559,0.020169824048408183,0.029742100608960865,0.03496181217890655
2013-03-07,0.0010004584606733147,0.0010003750625042773,0.0010996976108709337,0.0014995876986484394,0.0024999703357651342,0.004003906917256255,0.008555168612251494,0.013825151005612926,0.020694435940957455,0.030288633350699947,0.035535615399698545
2013-03-08,0.0009003713428288318,0.0010003750625042773,0.0010996976108709337,0.0014995876986484394,0.0027001371954554956,0.004204209300827299,0.009062220972836968,0.014548056981570658,0.021319239910634488,0.03107143015580155,0.03601218815699323
2013-03-11,0.0009003713428288318,0.0010003750625042773,0.0011996401439351657,0.0014995502136387364,0.0027001034082318903,0.004304616442017377,0.009061253389672739,0.014546923171005654,0.021429658811152514,0.031054533411698282,0.036168503581580344
2013-03-12,0.0010004584606733147,0.0010003750625042773,0.0011996401439351657,0.0014995502136387364,0.0027001034082318903,0.0041037479002330275,0.008859195366757467,0.014237532642978732,0.021003061477787324,0.030611540879269122,0.03570501213010455
2013-03-13,0.0009003713428288318,0.0009003037955648274,0.0011996401439351657,0.0014995502136387364,0.0027001034082318903,0.00420417414320665,0.00896022034304375,0.014339576794276498,0.02110689197916959,0.0305896922741299,0.03568576320903459
2013-03-14,0.0008002933985282734,0.0010003750625042773,0.0011996401439351657,0.0014995502136387364,0.0027001034082318903,0.00420417414320665,0.00885829481769002,0.01423647671349458,0.021113397503032247,0.03085585245157618,0.036128195829242406
2013-03-15,0.000700224627007362,0.0009003037955648274,0.0010996976108709337,0.0013996151708339467,0.002500079827848656,0.004004024105426255,0.008453479219844275,0.013722325937983776,0.02081240385536892,0.030669487637243316,0.03575607712707057
2013-03-18,0.000700224627007362,0.0007001837714386561,0.0010996976108709337,0.0014995876986484394,0.002600050622566302,0.003802851559225701,0.00814930789250142,0.01330994729057862,0.020280551911097715,0.029985938732409585,0.035383569264406306
2013-03-19,0.0008002933985282734,0.0007001837714386561,0.0010996976108709337,0.0014995876986484394,0.002399896332947265,0.0037029771724082046,0.00794730664721541,0.013001125161657275,0.019854689424968,0.029543178746976175,0.03474991723194162
2013-03-20,0.0008002933985282734,0.0007001837714386561,0.0010996976108709337,0.0014995876986484394,0.002600050622566302,0.003802851559225701,0.00814930789250142,0.01341485300489607,0.020276511758747923,0.03011249212938591,0.035514053864040745
2013-03-21,0.0008002933985282734,0.0007001837714386561,0.0010996976108709337,0.0013996151708339467,0.002700255474002079,0.003802708462128079,0.008149121855566996,0.013204874654414368,0.020173215912931475,0.029744917896985492,0.03496431676206768
2013-03-22,0.000700224627007362,0.0007001837714386561,0.0010996976108709337,0.0013996151708339467,0.0026001645073778315,0.0039033514957331054,0.008046893334735848,0.013101435255210774,0.019956695025429017,0.02952077122344019,0.03472998915773358
2013-03-25,0.0006001650275042625,0.0008002400320015202,0.0010996976108709337,0.0013996151708339467,0.002400001433309247,0.003803471649606029,0.008048363175284576,0.012998406886828694,0.019962602112386277,0.029655082266602517,0.034866919313450664
2013-03-26,0.0008002933985282734,0.0007001837714386561,0.0010996976108709337,0.0013996151708339467,0.002500079827848656,0.0038032172210368535,0.007946318831256634,0.012895215574227134,0.019857328481108716,0.029545392503980236,0.03475188619305558
2013-03-27,0.0006001650275042625,0.0009003037955648274,0.0011996401439351657,0.0013995801865742338,0.0025000485488677264,0.0036024443627518414,0.0076428499504003,0.012379609071377315,0.01933120771610297,0.029126147109028812,0.034309282604919125
2013-03-28,0.0004000733414819546,0.0007001837714386561,0.0010996976108709337,0.0013996151708339467,0.002500079827848656,0.003602474465286363,0.0077445408694572105,0.012586914433115506,0.019321505777241666,0.02911790212508061,0.034469634737769705
2013-04-01,0.0006001650275042625,0.0008002400320015202,0.0010996976108709337,0.0013996151708339467,0.002299929321654845,0.0036029563608982566,0.007643508432123861,0.0124849263936332,0.01921765053004158,0.029009309695238163,0.03418796842623336
2013-04-02,0.0006001650275042625,0.0007001837714386561,0.0010996976108709337,0.0013996151708339467,0.002500079827848656,0.003602474465286363,0.007846221916717923,0.012794319527538994,0.01942234617019849,0.02922394125010498,0.034413662082285225
2013-04-03,0.0006001650275042625,0.0006001350135009798,0.000999750083302085,0.0012996751342732597,0.0024001365742659267,0.003402151145218202,0.0073400572070513705,0.012178495334017707,0.01890553898799359,0.0285545731916374,0.03388029188148238
2013-04-04,0.000700224627007362,0.0007001837714386561,0.000999750083302085,0.0012996751342732597,0.0021999873410331575,0.003302266809613835,0.006935235345758516,0.011665206973692686,0.018382319744949634,0.027881073370350257,0.03317581483379675
2013-04-05,0.0005001145992498124,0.0007001837714386561,0.000999750083302085,0.0012996751342732597,0.0024001365742659267,0.0033018252773998336,0.006833213686784085,0.01135357144015313,0.017734448060231525,0.02670346974452141,0.031631374477511465
2013-04-08,0.0005001145992498124,0.0007001837714386561,0.000999750083302085,0.0012996751342732597,0.0024001365742659267,0.003402151145218202,0.007136956902002441,0.011660218969873445,0.01815649871436912,0.027140965356364944,0.032087991331369886
2013-04-09,0.0006001650275042625,0.0006001350135009798,0.000999750083302085,0.0012996751342732597,0.0024001365742659267,0.003402151145218202,0.00703544984960777,0.011766226737504479,0.018374938671464794,0.027492787911968387,0.032451579286813054
2013-04-10,0.000700224627007362,0.0007001837714386561,0.000999750083302085,0.0011997001139519366,0.002400241699434757,0.0036029563159625036,0.007440273632405689,0.012279525367058649,0.019008325290505886,0.028149829009285466,0.0333020550280178
2013-04-11,0.0006001650275042625,0.0007001837714386561,0.000999750083302085,0.0011997001139519366,0.002400241699434757,0.0035025954779258576,0.007441027973977567,0.012175954620742266,0.018792306766118195,0.028054272565501116,0.03336449424036737
2013-04-12,0.0005001145992498124,0.0006001350135009798,0.0008997975607296802,0.0010997525861337041,0.0022002075635751935,0.003302487579921848,0.007037017455898957,0.011559576364516065,0.018054200638505224,0.027160856770040626,0.03226739656343796
