,AUD,CAD,CHF,CNY,EUR,GBP,JPY,NOK,NZD,SEK,SGD,GOVT_USD_USA_1m,GOVT_USD_USA_3m,GOVT_USD_USA_6m,GOVT_USD_USA_1y,GOVT_USD_USA_2y,GOVT_USD_USA_3y,GOVT_USD_USA_5y,GOVT_USD_USA_7y,GOVT_USD_USA_10y,GOVT_USD_USA_20y,GOVT_USD_USA_30y
2013-06-10,0.9469,1.0185,0.9357,6.1333,1.3234,1.5556,98.88,5.761,0.7911,6.5897,1.258,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.003200924928024766,0.005509678625256859,0.011398158984984686,0.01648413820728109,0.02295187520773679,0.03252147675391826,0.037025159403953734
2013-06-11,0.9421,1.0191,0.9271,6.1333,1.3278,1.5587,96.82,5.7908,0.7869,6.5834,1.2564,0.0005001145992498124,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.003401196243857015,0.005710177369375553,0.011292458146009269,0.01637734753948918,0.02273136132727715,0.03216275714576007,0.03665777188107636
2013-06-12,0.9513,1.0202,0.9181,6.1333,1.3354,1.5697,95.36,5.7344,0.7976,6.4865,1.2516,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.003401196243857015,0.005710177369375553,0.011599873491774881,0.01668746987502983,0.023270713944542692,0.03258870590784232,0.03710303144305513
2013-06-13,0.9601,1.017,0.9234,6.1341,1.3314,1.5698,94.29,5.763,0.803,6.5075,1.251,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.003200924928024766,0.005509678625256859,0.011193243784014397,0.016277408191666103,0.02262985613543892,0.03205626065768461,0.03671761726934047
2013-06-14,0.9587,1.0175,0.9222,6.1306,1.333,1.5686,94.34,5.7189,0.8065,6.439,1.2515,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.001299740118033398,0.002900692295028978,0.004907402368664849,0.010484847420610548,0.01556304612093887,0.022127815014786688,0.03165931023372476,0.03612625981671222
2013-06-17,0.9541,1.0175,0.9254,6.1248,1.3341,1.5709,94.87,5.7308,0.7995,6.4713,1.2546,0.0005001145992498124,0.0005000937578125697,0.0007998400426538933,0.001299740118033398,0.0027004751624320894,0.004908059867851522,0.01069038077592778,0.015981958418434118,0.022665853216874664,0.032348375085970014,0.03700871179093821
2013-06-18,0.9493,1.0209,0.9186,6.1283,1.3407,1.5625,95.2,5.7295,0.8001,6.4444,1.2616,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.001299740118033398,0.0027004751624320894,0.004807511743914588,0.010793865559848913,0.01608654597370573,0.02277222423785178,0.032195314639465025,0.0368571386367038
2013-06-19,0.9536,1.0187,0.9192,6.1264,1.3404,1.5657,95.22,5.7209,0.8042,6.3855,1.2564,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.001299740118033398,0.0031009346091008176,0.005812159704560319,0.01252419749643574,0.017938438263594664,0.024090388199278185,0.03304975609873089,0.03742656215665064
2013-06-20,0.9188,1.0383,0.9296,6.1277,1.3214,1.5469,98.18,6.001,0.7727,6.583,1.2745,0.00030004125343707777,0.0005000937578125697,0.0008997975607296802,0.0013996851498473378,0.003301016092469968,0.006213917983530057,0.013237614330626144,0.0187645790491225,0.024927765008259006,0.03405192502162578,0.03829003670672373
2013-06-21,0.9191,1.0467,0.9354,6.1328,1.3113,1.5373,97.48,6.0966,0.7713,6.7003,1.2768,0.00020001833435312477,0.0005000937578125697,0.0008997975607296802,0.0012997076245289335,0.0038019336167267027,0.007018059361915201,0.0143572799701316,0.019893651388078578,0.026072270298640027,0.03484239747789554,0.038951631164350436
2013-06-24,0.9236,1.0532,0.9345,6.1441,1.3091,1.5404,97.7,6.1593,0.7729,6.7776,1.2777,0.0001000045834613772,0.0006001350135009798,0.0010996976108709337,0.0015995602312089993,0.004202007267073302,0.007317858761113382,0.014968759927908179,0.020617309002277595,0.026577859876452184,0.03483823965565036,0.03879617618412203
2013-06-25,0.9248,1.0512,0.9388,6.1448,1.308,1.5418,97.87,6.1294,0.773,6.735,1.2688,0.00030004125343707777,0.0006001350135009798,0.0010996976108709337,0.001699532769015405,0.0043020016197876775,0.007417981670601819,0.015069621470250476,0.020719006850250184,0.02690851218636311,0.03530818477628294,0.039275007269338275
2013-06-26,0.9291,1.0468,0.9432,6.1468,1.3006,1.5332,97.43,6.0993,0.7812,6.7185,1.2725,0.00020001833435312477,0.0006001350135009798,0.0010996976108709337,0.0015995602312089993,0.0039014960885116255,0.006916057282571669,0.014666869211086965,0.02020576233591527,0.02638835431621917,0.03490255439097892,0.03919949979410227
2013-06-27,0.9282,1.0479,0.9464,6.1488,1.3016,1.5235,98.4,6.0544,0.7785,6.747,1.2672,0.00020001833435312477,0.0006001350135009798,0.0010996976108709337,0.0014995876986484394,0.0036011995730986716,0.006615296573351284,0.013951092221610839,0.01948411650279737,0.02577047956323717,0.03439303800671117,0.038838187781639125
2013-06-28,0.9165,1.0513,0.945,6.1374,1.301,1.521,99.21,6.0903,0.7755,6.7318,1.2682,0.00020001833435312477,0.0004000600039999469,0.000999750083302085,0.0014996251874062805,0.003601244678090367,0.006615352077947061,0.014260573982929549,0.020010327168983225,0.026076107431012685,0.034313527556049994,0.038422720039443914
2013-07-01,0.9247,1.0499,0.9452,6.1325,1.306,1.5247,99.62,6.0734,0.783,6.6636,1.2634,0.0001000045834613772,0.0004000600039999469,0.0008997975607296802,0.0014996626799127048,0.0034010045743288362,0.006515527080631246,0.014056940184011442,0.019697870135897997,0.025873282498068462,0.033969973861775346,0.03789818777174056
2013-07-02,0.9158,1.0529,0.9492,6.1327,1.3017,1.5171,100.43,6.0854,0.776,6.6876,1.2694,0.00020001833435312477,0.0003000337516876339,0.0007998400426538933,0.0013997201446022394,0.003401196243857015,0.006415016939005162,0.013955568331072855,0.019595642337573008,0.025656275862381752,0.0338803424671494,0.037801590623334845
2013-07-03,0.9087,1.0521,0.9475,6.1301,1.3005,1.5264,99.82,6.0977,0.7779,6.6928,1.2719,0.00030004125343707777,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.0036014927793309223,0.006716432324568042,0.01436270091308638,0.020113349412634637,0.02606691180868432,0.03430677774013849,0.03790021388883744
2013-07-05,0.907,1.0566,0.9624,6.1324,1.2831,1.491,100.94,6.263,0.7711,6.8171,1.2811,0.00030004125343707777,0.0004000600039999469,0.0007998400426538933,0.0014997001761682689,0.004001986076586123,0.007722772151999591,0.01620558034270306,0.022403022584516992,0.02826758825705658,0.036310698235269466,0.03997705405221541
