"Date","AUD","CAD","CHF","CLP","CNH","EUR","GBP","JPY","NOK","NZD","SEK","SGD","XAG","XAU","XDR","GOVT_USD_USA_3m","GOVT_USD_USA_6m","GOVT_USD_USA_1y","GOVT_USD_USA_2y","GOVT_USD_USA_3y","GOVT_USD_USA_5y","GOVT_USD_USA_7y","GOVT_USD_USA_9y","GOVT_USD_USA_10y","GOVT_USD_USA_15y","GOVT_USD_USA_20y","GOVT_USD_USA_30y","AGEN_USD_USA_3m","AGEN_USD_USA_6m","AGEN_USD_USA_1y","AGEN_USD_USA_2y","AGEN_USD_USA_3y","AGEN_USD_USA_5y","AGEN_USD_USA_7y","AGEN_USD_USA_9y","AGEN_USD_USA_10y","GOVT_CAD_CAN_3m","GOVT_CAD_CAN_6m","GOVT_CAD_CAN_1y","GOVT_CAD_CAN_2y","GOVT_CAD_CAN_3y","GOVT_CAD_CAN_5y","GOVT_CAD_CAN_7y","GOVT_CAD_CAN_9y","GOVT_CAD_CAN_10y","GOVT_CAD_CAN_15y","GOVT_CAD_CAN_20y","GOVT_CAD_CAN_30y","AGEN_CAD_CAN_3m","AGEN_CAD_CAN_6m","AGEN_CAD_CAN_1y","AGEN_CAD_CAN_2y","AGEN_CAD_CAN_3y","AGEN_CAD_CAN_5y","AGEN_CAD_CAN_7y","AGEN_CAD_CAN_9y","AGEN_CAD_CAN_10y","GOFO_XAU_1m","GOFO_XAU_3m","GOFO_XAU_6m","GOFO_XAU_1y"
2011-01-03,1.0186,0.9903,0.9341,466.12,,1.3363,1.5466,81.69,5.8284,0.7752,6.6928,1.2837,,,1.54582,0.001131,0.001764,0.002746,0.005974,0.010426,0.020166,0.027484,0.031873,0.034228,0.041106,0.04231,0.043889,0.001522,0.002298,0.003888,0.00752,0.012365,0.023644,0.029934,0.033738,0.036414,0.010555,0.011873,0.01462,0.017127,0.019761,0.024738,0.02824,0.031214,0.032353,0.035044,0.035849,0.035308,0.011535,0.012634,0.015563,0.019081,0.021678,0.027356,0.031093,0.03394,0.035406,,,,
2011-01-04,1.0066,0.9988,0.9475,488.25,,1.3317,1.5596,82.02,5.8633,0.7682,6.7152,1.2882,3067,1388.5,1.54639,0.001296,0.001804,0.002796,0.006222,0.010601,0.020208,0.027435,0.031839,0.034197,0.041153,0.042444,0.044024,0.001639,0.002291,0.003902,0.00776,0.012533,0.023679,0.029878,0.033696,0.036374,0.010407,0.011815,0.014167,0.017221,0.020036,0.025117,0.028747,0.031784,0.032924,0.035547,0.036302,0.035772,0.011457,0.012545,0.015436,0.019286,0.021924,0.027706,0.031571,0.034481,0.036048,0.0050667,0.0054,0.00595,0.0068667
2011-01-05,0.9978,0.9958,0.9659,494.67,,1.3143,1.5464,83.32,5.925,0.761,6.776,1.2937,2921,1368,1.54026,0.001194,0.001667,0.002974,0.00706,0.011714,0.021494,0.028748,0.033168,0.03552,0.042583,0.04382,0.045306,0.001529,0.002156,0.004141,0.00864,0.013587,0.024905,0.031132,0.034966,0.037639,0.010415,0.011945,0.014548,0.017902,0.02084,0.02615,0.029815,0.032837,0.033959,0.036514,0.037211,0.036664,0.011364,0.012776,0.01582,0.019851,0.022713,0.028623,0.032523,0.035419,0.036968,0.0048667,0.00515,0.00575,0.0067667
2011-01-06,0.9946,0.9973,0.9643,494.75,,1.3036,1.5479,83.22,5.9551,0.7559,6.8601,1.2941,2908,1368.5,1.53173,0.001265,0.001621,0.002943,0.006713,0.011166,0.020814,0.028056,0.032518,0.034846,0.04209,0.04344,0.045019,0.001593,0.002103,0.004083,0.008334,0.013081,0.024208,0.030421,0.034339,0.036987,0.010213,0.011952,0.014659,0.017822,0.02046,0.025602,0.029341,0.032375,0.033489,0.036187,0.037003,0.03646,0.011192,0.012612,0.015562,0.0196,0.022368,0.02812,0.032033,0.034801,0.036242,0.00438,0.00466,0.0056,0.00698
2011-01-07,0.9985,0.9908,0.9641,497.48,,1.2982,1.557,82.96,5.9531,0.7623,6.8933,1.2939,2839,1367,1.52495,0.001308,0.001606,0.002805,0.006024,0.010324,0.019787,0.027126,0.031761,0.03419,0.041611,0.043093,0.044783,0.001566,0.002098,0.003955,0.007645,0.012238,0.02318,0.029492,0.033571,0.03632,0.010212,0.011748,0.014314,0.017516,0.020104,0.025101,0.028895,0.031962,0.03308,0.03584,0.036729,0.036197,0.011296,0.012613,0.015421,0.019499,0.022216,0.027824,0.031792,0.034592,0.036037,0.004,0.00448,0.00542,0.00708
2011-01-10,0.9908,0.9951,0.9697,498.55,,1.294,1.557,82.72,5.9705,0.76,6.8846,1.2991,2879,1368.25,1.52365,0.001386,0.00159,0.002727,0.005779,0.00999,0.019321,0.026628,0.031323,0.033761,0.041241,0.042762,0.044512,0.001658,0.002147,0.003962,0.007519,0.012024,0.022833,0.029113,0.033253,0.036011,0.010177,0.011916,0.014302,0.017485,0.020059,0.02505,0.028754,0.031805,0.032929,0.035674,0.036583,0.036039,0.011317,0.012952,0.015446,0.019411,0.022014,0.027715,0.031493,0.034478,0.035929,0.0038667,0.0043167,0.0051667,0.0064667
2011-01-11,0.9848,0.9917,0.9767,497.55,,1.2934,1.5569,83.45,5.9759,0.7586,6.8563,1.2955,2954,1374,1.5268,0.001455,0.001643,0.002682,0.005964,0.010253,0.01984,0.02723,0.031877,0.034327,0.041663,0.043097,0.04478,0.001794,0.002267,0.003973,0.00774,0.012323,0.023388,0.029751,0.033852,0.036622,0.010197,0.011927,0.014291,0.017681,0.020402,0.025575,0.029312,0.032331,0.033445,0.03614,0.037036,0.036444,0.011295,0.012941,0.015354,0.019606,0.022296,0.028079,0.03193,0.034993,0.036434,0.0038667,0.0043167,0.0051833,0.0065833
2011-01-12,0.9929,0.9855,0.9716,491.45,,1.3062,1.5697,83.28,5.9123,0.7586,6.7699,1.2896,2960,1378.75,1.52708,0.00139,0.001551,0.002433,0.006073,0.010422,0.019948,0.027311,0.032129,0.034521,0.041904,0.043382,0.045149,0.001643,0.002098,0.003668,0.007793,0.012436,0.023441,0.029776,0.034048,0.036761,0.010217,0.011899,0.014394,0.017883,0.020681,0.025851,0.02958,0.032621,0.033734,0.036609,0.03749,0.036763,0.01111,0.012743,0.015222,0.019788,0.022514,0.028345,0.032188,0.035173,0.036523,0.00392,0.00444,0.00528,0.0068
2011-01-13,0.9979,0.9883,0.9647,489.88,,1.3334,1.5854,82.81,5.8618,0.7684,6.7047,1.286,2922,1381.5,1.53694,0.001422,0.001607,0.002382,0.005882,0.010028,0.019212,0.026565,0.031463,0.033893,0.041281,0.042926,0.044859,0.001706,0.002184,0.003628,0.007609,0.012049,0.022711,0.029036,0.033388,0.036169,0.010168,0.011862,0.014501,0.018169,0.020893,0.025873,0.029582,0.032596,0.033701,0.036517,0.037409,0.036695,0.011031,0.012691,0.015359,0.019894,0.022797,0.028291,0.032071,0.035127,0.036469,0.00375,0.0043,0.0051,0.0065
2011-01-14,0.9887,0.9912,0.9639,491.05,,1.3362,1.5881,82.82,5.8627,0.7668,6.6946,1.2882,2852,1367,1.54704,0.001487,0.001623,0.002473,0.005823,0.010049,0.019426,0.026815,0.031737,0.034168,0.04165,0.043265,0.045186,0.001633,0.002062,0.003571,0.007413,0.011983,0.022799,0.02916,0.033536,0.036318,0.010103,0.011938,0.014761,0.018223,0.021104,0.026037,0.02978,0.032791,0.0339,0.036748,0.03765,0.036951,0.011076,0.012778,0.015528,0.020098,0.02299,0.028597,0.032351,0.035215,0.036651,0.003675,0.004125,0.005025,0.006425
2011-01-17,0.9952,0.9859,0.9643,491.45,,1.3288,1.5908,82.63,5.859,0.7731,6.7198,1.2877,2819,1360.5,,0.001496,0.001638,0.002541,0.005935,0.010137,0.019521,0.026952,0.031815,0.034228,0.041383,0.042919,0.045166,0.001641,0.002077,0.003639,0.007525,0.012071,0.022893,0.029296,0.033614,0.036377,0.010264,0.012116,0.014955,0.018219,0.021115,0.025988,0.029649,0.032601,0.033703,0.036542,0.037497,0.036809,0.011237,0.012916,0.015683,0.020154,0.02306,0.028608,0.032279,0.035085,0.036514,0.00362,0.00398,0.00502,0.00656
2011-01-18,0.9971,0.9921,0.9621,491.14,,1.3391,1.5985,82.69,5.8377,0.7704,6.6609,1.2832,2879,1369.5,1.55082,0.001474,0.001663,0.002475,0.006008,0.010187,0.019791,0.027321,0.032142,0.03459,0.042147,0.043662,0.045488,0.001642,0.002125,0.003635,0.00765,0.012173,0.023225,0.029728,0.034053,0.036862,0.010239,0.011838,0.014689,0.01806,0.021062,0.02622,0.029846,0.032769,0.033881,0.036752,0.037691,0.037044,0.011167,0.012593,0.015372,0.01995,0.022953,0.028795,0.032432,0.035208,0.036646,0.00342,0.00388,0.00494,0.00624
2011-01-19,1.003,0.9935,0.9596,492.05,,1.3494,1.5985,82.06,5.7995,0.7724,6.6014,1.2819,2932,1372,1.55397,0.001544,0.001686,0.002407,0.005867,0.01,0.019612,0.027111,0.031895,0.034327,0.041711,0.043268,0.045142,0.00175,0.002175,0.003615,0.007521,0.012008,0.023079,0.02955,0.033829,0.036621,0.010362,0.011663,0.01439,0.017307,0.020467,0.025655,0.029399,0.032448,0.033553,0.036502,0.037533,0.036877,0.01123,0.012358,0.015063,0.019177,0.022338,0.02821,0.031965,0.034867,0.036309,0.0032667,0.0036833,0.0046667,0.0061167
2011-01-20,0.9838,1.0021,0.9683,494.6,,1.3411,1.5842,82.99,5.8873,0.7543,6.6865,1.2906,2841,1345.5,1.55552,0.001524,0.001668,0.002515,0.006452,0.010861,0.020749,0.028348,0.032973,0.035423,0.042828,0.044232,0.045956,0.001735,0.002163,0.003721,0.008098,0.01286,0.024207,0.030779,0.034898,0.037708,0.010182,0.01122,0.01376,0.017622,0.020888,0.02615,0.030129,0.033151,0.034246,0.037159,0.038144,0.037406,0.01125,0.012046,0.01464,0.01939,0.022563,0.028683,0.032661,0.035549,0.036981,0.00316,0.00352,0.00446,0.00594
2011-01-21,0.9907,0.9929,0.9595,492.55,,1.3585,1.5989,82.66,5.8027,0.7574,6.6027,1.2833,2714,1343.5,1.5546,0.001496,0.001691,0.002541,0.006277,0.010638,0.020397,0.027819,0.032483,0.034958,0.042334,0.043767,0.045493,0.001647,0.002127,0.003687,0.007903,0.012618,0.023735,0.030129,0.034298,0.037124,0.010049,0.011337,0.013968,0.017708,0.021074,0.026419,0.0304,0.033342,0.034409,0.037238,0.038189,0.037391,0.011205,0.012021,0.014787,0.019364,0.022637,0.028999,0.032931,0.035738,0.037051,0.00314,0.0034,0.0043,0.00582
2011-01-24,0.998,0.9937,0.9478,492.05,,1.3675,1.6003,82.49,5.7657,0.7633,6.5626,1.2812,2756,1343,1.55626,0.001534,0.001686,0.002626,0.00653,0.010839,0.020452,0.027805,0.032479,0.035025,0.04228,0.043732,0.045473,0.001639,0.002075,0.003725,0.008081,0.012743,0.023754,0.03008,0.034228,0.037155,0.010168,0.011374,0.013936,0.017684,0.021067,0.02638,0.030341,0.033202,0.034279,0.03726,0.038274,0.03746,0.01122,0.012053,0.01487,0.019356,0.022646,0.028977,0.032889,0.035634,0.036978,0.0032667,0.0035167,0.0044,0.0058167
2011-01-25,0.9944,0.9969,0.9433,492.36,,1.3674,1.5825,82.37,5.7658,0.7657,6.5375,1.2807,2670,1324,1.55892,0.001525,0.001653,0.002602,0.005981,0.0102,0.019698,0.026996,0.031653,0.0342,0.041335,0.042877,0.044734,0.001699,0.002091,0.00374,0.007667,0.01224,0.023136,0.029407,0.033538,0.036465,0.009898,0.011122,0.013643,0.017205,0.020613,0.025967,0.029897,0.032758,0.033862,0.036881,0.037947,0.037213,0.011154,0.011855,0.014632,0.018931,0.022245,0.028617,0.032499,0.035244,0.036615,0.003175,0.003425,0.004125,0.005925
2011-01-26,0.9959,0.9954,0.9413,489.55,,1.3693,1.5885,82.25,5.7521,0.7667,6.4738,1.2792,2710,1328,1.56245,0.001579,0.00166,0.002652,0.006155,0.01049,0.020194,0.02771,0.032454,0.035079,0.042361,0.043881,0.045707,0.001736,0.00208,0.003773,0.00782,0.01251,0.023711,0.030201,0.034418,0.037424,0.009683,0.010904,0.013357,0.017212,0.0207,0.026137,0.030241,0.033197,0.034293,0.037243,0.038263,0.037524,0.010949,0.011687,0.014496,0.018937,0.022312,0.028767,0.032822,0.035664,0.037048,0.0031667,0.0034667,0.0042333,0.0059333
2011-01-27,0.9943,0.9941,0.9456,484.1,,1.3733,1.5939,82.9,5.7776,0.7732,6.4303,1.2787,2739,1334.5,1.56406,0.001581,0.001491,0.002448,0.005677,0.01006,0.019815,0.027432,0.032111,0.03479,0.04206,0.043626,0.045518,0.001699,0.001873,0.00353,0.007322,0.012059,0.023372,0.029962,0.034056,0.037115,0.009807,0.010619,0.01332,0.016899,0.020388,0.025732,0.029866,0.03282,0.033922,0.036945,0.03793,0.0372,0.010935,0.011459,0.014273,0.018439,0.021964,0.028176,0.032263,0.035101,0.036482,0.00345,0.0038,0.00445,0.0061333
2011-01-28,0.9933,0.9984,0.9419,484.1,,1.3624,1.5845,82.28,5.8085,0.7738,6.5031,1.2829,2668,1319,1.5643,0.001526,0.001451,0.002389,0.005272,0.009615,0.019116,0.026779,0.031412,0.034115,0.041457,0.043098,0.045087,0.001842,0.002021,0.003389,0.006885,0.011581,0.02264,0.029276,0.033324,0.036407,0.009729,0.010617,0.013252,0.016316,0.020006,0.025479,0.029514,0.032505,0.033627,0.036621,0.037736,0.037054,0.010837,0.011475,0.014372,0.018103,0.02162,0.028011,0.032047,0.035023,0.036424,0.00338,0.0037,0.00432,0.006
2011-01-31,0.9969,1.0007,0.9397,483.46,,1.3708,1.6016,81.92,5.7772,0.7728,6.431,1.28,2775,1327,1.56194,0.001606,0.001544,0.0025,0.00559,0.009926,0.019478,0.027323,0.031971,0.034685,0.042049,0.043621,0.045585,0.002121,0.002313,0.00368,0.007321,0.012011,0.023121,0.029938,0.033991,0.037086,0.009868,0.010724,0.013227,0.016059,0.020091,0.025576,0.029772,0.032842,0.033954,0.036932,0.037988,0.037285,0.010866,0.01158,0.014195,0.018064,0.021683,0.028086,0.032283,0.035428,0.036819,0.00316,0.00352,0.0042,0.00574
2011-02-01,1.0116,0.9923,0.9413,480.05,,1.3792,1.6153,81.5,5.712,0.7785,6.3842,1.2727,2832,1331.5,1.56913,0.001449,0.001517,0.002532,0.005942,0.010479,0.020161,0.027969,0.032566,0.035321,0.042579,0.044097,0.045985,0.001861,0.002184,0.003618,0.007569,0.01246,0.0237,0.030481,0.034482,0.037607,0.009631,0.010666,0.013489,0.016518,0.02053,0.026195,0.030239,0.033569,0.034638,0.037438,0.038386,0.03765,0.010544,0.011517,0.014252,0.018448,0.022069,0.028761,0.032937,0.036002,0.03741,0.0033667,0.0035833,0.0041667,0.0056
2011-02-02,1.0073,0.9882,0.9376,480.15,,1.381,1.6191,81.62,5.7314,0.7805,6.4359,1.2722,2827,1337,1.57198,0.001479,0.001549,0.002726,0.006536,0.011282,0.020995,0.028575,0.03305,0.035723,0.042845,0.044279,0.046044,0.001906,0.00223,0.003828,0.00818,0.013279,0.024531,0.031083,0.034973,0.038017,0.009627,0.010755,0.013692,0.016918,0.021022,0.026772,0.03069,0.033941,0.034991,0.03763,0.038592,0.037861,0.010445,0.011511,0.01436,0.018754,0.022466,0.029244,0.033294,0.036279,0.037668,0.00306,0.00334,0.00388,0.00542
2011-02-03,1.0107,0.9905,0.9478,480.1,,1.3629,1.6144,81.83,5.746,0.7712,6.4912,1.2758,2830,1328,1.57017,0.001402,0.001556,0.002853,0.007057,0.012037,0.021869,0.029413,0.033853,0.036469,0.043465,0.044856,0.046523,0.001836,0.002245,0.003972,0.008682,0.014115,0.025386,0.031902,0.035777,0.038763,0.00948,0.010728,0.013755,0.017145,0.021432,0.027234,0.031197,0.034386,0.035613,0.038032,0.038753,0.037998,0.010288,0.011494,0.014554,0.018783,0.022773,0.029522,0.033587,0.03651,0.038047,0.0026,0.003,0.00365,0.0051333
2011-02-04,1.0143,0.9899,0.9571,478.75,,1.3553,1.6059,81.98,5.7635,0.7708,6.5016,1.2751,2891,1355,1.5635,0.001442,0.001561,0.002945,0.007392,0.012636,0.022638,0.030222,0.034694,0.037256,0.044213,0.045535,0.047071,0.001727,0.00211,0.003914,0.008958,0.014655,0.026096,0.032652,0.036558,0.039491,0.009765,0.010977,0.014072,0.017946,0.022128,0.027771,0.031676,0.034765,0.035974,0.038316,0.038924,0.038113,0.010373,0.011533,0.014861,0.019573,0.023609,0.030199,0.034206,0.036919,0.038514,0.00244,0.00284,0.00362,0.00502
2011-02-07,1.0154,0.9871,0.9575,477.9,,1.3543,1.6112,82.35,5.7874,0.7691,6.4842,1.2751,2921,1347.5,1.55852,0.001401,0.001563,0.002992,0.007702,0.012897,0.022815,0.030395,0.034809,0.037314,0.044215,0.045448,0.046868,0.001804,0.002229,0.004079,0.009258,0.014907,0.026263,0.032815,0.036664,0.039539,0.009969,0.011199,0.014308,0.018227,0.022206,0.027664,0.03148,0.034561,0.035761,0.038067,0.038552,0.037999,0.010643,0.011876,0.014977,0.019634,0.023667,0.030072,0.03399,0.036695,0.038282,0.0026333,0.0030167,0.0036667,0.0050333
2011-02-08,1.0171,0.9912,0.9578,478.85,,1.3672,1.6097,81.84,5.7474,0.777,6.409,1.2714,2942,1363.5,1.5644,0.00142,0.001536,0.002949,0.008603,0.014071,0.024172,0.031595,0.035897,0.038379,0.045057,0.046217,0.047554,0.001781,0.002233,0.004206,0.010119,0.01604,0.02758,0.033975,0.037711,0.040564,0.010084,0.011368,0.014417,0.018565,0.022547,0.028489,0.032113,0.035149,0.03635,0.038538,0.038946,0.03853,0.010768,0.012011,0.015116,0.020092,0.024228,0.030767,0.034643,0.037283,0.038871,0.00246,0.00284,0.00354,0.0049
2011-02-09,1.0111,0.994,0.9608,476.9,,1.3707,1.6114,82.47,5.7602,0.7728,6.4318,1.2733,3022,1365,1.56162,0.001318,0.001497,0.002705,0.007995,0.013567,0.023406,0.030718,0.034967,0.037403,0.044203,0.045481,0.046935,0.001551,0.002027,0.003805,0.00949,0.015516,0.026804,0.033088,0.036781,0.039597,0.010024,0.011349,0.014328,0.018455,0.022457,0.027959,0.031653,0.034596,0.035787,0.038119,0.038545,0.038123,0.010703,0.011996,0.015027,0.019882,0.024097,0.030302,0.034148,0.036795,0.038382,0.00268,0.00296,0.00368,0.00508
2011-02-10,1.0037,0.9957,0.9668,474.1,,1.36,1.6079,83.19,5.836,0.7662,6.4776,1.2786,2980,1353.25,1.56162,0.001149,0.001484,0.002722,0.008459,0.014132,0.024067,0.031238,0.035431,0.037646,0.044629,0.045971,0.04751,0.00144,0.002071,0.003869,0.010011,0.016138,0.027371,0.033515,0.037152,0.039748,0.009857,0.011247,0.01439,0.018602,0.022577,0.028155,0.031875,0.034855,0.036092,0.038404,0.038797,0.038373,0.010436,0.011795,0.015312,0.020052,0.024191,0.030521,0.034392,0.037177,0.038655,0.0027167,0.0031167,0.0038667,0.0053
2011-02-11,1.002,0.9893,0.972,473.25,,1.355,1.6001,83.38,5.8492,0.7603,6.4796,1.2817,3000,1364,1.55414,0.001196,0.001464,0.002709,0.008452,0.014065,0.02371,0.030631,0.034759,0.036944,0.043911,0.045252,0.046692,0.001366,0.001929,0.003735,0.009935,0.016001,0.026945,0.032839,0.036411,0.038976,0.009948,0.011366,0.014499,0.018834,0.022867,0.028232,0.031904,0.034844,0.036078,0.038292,0.038702,0.038267,0.010495,0.011931,0.015438,0.020353,0.024499,0.030646,0.03447,0.037214,0.03869,0.0027333,0.0031333,0.0037833,0.0051667
2011-02-14,1.0016,0.9883,0.9705,469.45,,1.3461,1.5994,83.38,5.8468,0.7562,6.5046,1.2825,3016,1365,1.55168,0.001226,0.001491,0.002723,0.008591,0.014226,0.023753,0.030685,0.034685,0.036875,0.043715,0.045078,0.046539,0.001355,0.001965,0.003778,0.010059,0.016147,0.026972,0.032877,0.036321,0.038892,0.010106,0.011579,0.014768,0.019126,0.023009,0.028443,0.032095,0.035039,0.036272,0.038511,0.03888,0.038438,0.010639,0.01214,0.015694,0.020629,0.024726,0.030843,0.034646,0.037395,0.038869,0.0027833,0.0031833,0.0038667,0.0053333
2011-02-15,0.9994,0.9878,0.9675,471.85,,1.3514,1.6161,83.81,5.8153,0.7529,6.4735,1.28,3072,1372.75,1.55617,0.001257,0.001482,0.002729,0.008338,0.013844,0.02344,0.030418,0.034525,0.036706,0.043566,0.044957,0.04641,0.001429,0.002001,0.003783,0.009822,0.015782,0.026667,0.032617,0.036158,0.03872,0.010086,0.011605,0.014801,0.019083,0.022969,0.028368,0.031961,0.034887,0.036121,0.038391,0.038788,0.038333,0.010528,0.012076,0.015637,0.020594,0.024694,0.030826,0.03457,0.037301,0.038776,0.00282,0.00318,0.00362,0.00522
2011-02-16,0.999,0.9864,0.9681,473.45,,1.3517,1.604,83.87,5.781,0.7525,6.4522,1.2797,3077,1371.25,1.55464,0.001103,0.001362,0.002664,0.008512,0.014143,0.023727,0.030747,0.034781,0.036929,0.043825,0.045204,0.046653,0.001385,0.001992,0.003827,0.010034,0.016099,0.026952,0.032944,0.036412,0.038941,0.010009,0.01163,0.014747,0.019255,0.023133,0.028582,0.032205,0.03518,0.03641,0.03869,0.039057,0.038557,0.010424,0.012074,0.015755,0.020689,0.02487,0.031052,0.034828,0.037567,0.038971,0.0028,0.00318,0.00364,0.00514
2011-02-17,1.0082,0.9834,0.9514,471.05,,1.3578,1.6151,83.31,5.729,0.7575,6.4311,1.2768,3061,1379,1.55671,0.000967,0.001353,0.002561,0.007863,0.013344,0.022952,0.030066,0.03431,0.036453,0.04341,0.044928,0.046536,0.001219,0.001951,0.003754,0.009471,0.015315,0.026192,0.032288,0.035967,0.038491,0.009934,0.011613,0.014699,0.018939,0.02278,0.028394,0.032003,0.035016,0.036267,0.038667,0.039089,0.0386,0.010291,0.011799,0.015449,0.020315,0.024459,0.030761,0.034572,0.037349,0.038774,0.0028167,0.0032333,0.0036833,0.0052167
2011-02-18,1.0115,0.9826,0.9513,468.65,,1.3637,1.6207,83.35,5.6893,0.7623,6.4069,1.2743,3194,1383.5,1.55814,0.001038,0.001344,0.002586,0.007689,0.013216,0.022929,0.029992,0.034337,0.036484,0.043444,0.04499,0.046644,0.001242,0.001925,0.003562,0.00915,0.015041,0.026023,0.032068,0.035847,0.038385,0.009819,0.011539,0.014572,0.018764,0.02262,0.028173,0.031719,0.034721,0.035955,0.038419,0.038961,0.038523,0.010186,0.011785,0.015482,0.0202,0.02436,0.03065,0.034371,0.037178,0.038585,0.00272,0.00318,0.00358,0.00506
2011-02-21,1.0094,0.9838,0.9473,468.95,,1.3671,1.6219,83.16,5.694,0.7611,6.4248,1.2759,3343,1403,,0.001055,0.001364,0.00263,0.007814,0.01331,0.022968,0.030017,0.034431,0.036567,0.042995,0.044674,0.046644,0.001259,0.001945,0.003606,0.009276,0.015135,0.026061,0.032093,0.035942,0.038468,0.009944,0.011621,0.014579,0.018801,0.022651,0.028189,0.031733,0.034729,0.03596,0.038422,0.038962,0.038521,0.010311,0.011867,0.015489,0.020237,0.024391,0.030666,0.034385,0.037185,0.03859,0.00285,0.003225,0.0036,0.005075
2011-02-22,1.0028,0.9848,0.94,469.75,,1.3695,1.6179,82.94,5.6692,0.7509,6.4062,1.2778,3289,1401,1.56326,0.001174,0.001403,0.002479,0.007186,0.012328,0.021651,0.028688,0.03314,0.035261,0.042312,0.044026,0.045877,0.001492,0.002107,0.003607,0.008728,0.014234,0.024835,0.030865,0.034751,0.037272,0.009949,0.01148,0.014138,0.017886,0.021676,0.026948,0.030699,0.033738,0.035093,0.037651,0.038322,0.037881,0.010316,0.011825,0.015348,0.019373,0.023366,0.029525,0.033401,0.036245,0.037673,0.0028,0.00322,0.00368,0.00502
2011-02-23,1.0014,0.9924,0.9341,475.07,,1.3763,1.6238,82.56,5.6264,0.746,6.3928,1.277,3329,1409.25,1.56743,0.001421,0.00146,0.002389,0.007286,0.012596,0.021969,0.029029,0.033398,0.035511,0.04221,0.04384,0.045613,0.00158,0.002105,0.003538,0.008855,0.014529,0.02518,0.031233,0.035036,0.03755,0.009964,0.011417,0.01389,0.017832,0.021726,0.026755,0.030325,0.03339,0.034767,0.03725,0.037952,0.037551,0.010574,0.012006,0.015443,0.019561,0.023559,0.029475,0.033069,0.03604,0.037491,0.0025667,0.0030333,0.0035333,0.0048833
2011-02-24,1.0088,0.9833,0.9273,477.66,,1.3792,1.6111,81.76,5.6131,0.7477,6.3951,1.2764,3328,1411.5,1.56921,0.001334,0.001376,0.002241,0.007277,0.01256,0.02197,0.02886,0.033119,0.035201,0.041896,0.04352,0.045265,0.001786,0.002316,0.003555,0.008845,0.014491,0.02518,0.031062,0.034756,0.037238,0.009918,0.011396,0.013673,0.01789,0.021726,0.026699,0.030217,0.03327,0.03473,0.037073,0.037739,0.037295,0.010319,0.011795,0.015016,0.019309,0.023349,0.029259,0.032895,0.035892,0.037387,0.0027333,0.0031167,0.0036833,0.0048333
2011-02-25,1.0161,0.9794,0.9292,474.75,,1.3748,1.6073,81.74,5.6562,0.752,6.4348,1.2733,3254,1402.5,1.56957,0.001429,0.001403,0.002266,0.006903,0.012149,0.021499,0.028402,0.032552,0.034699,0.041417,0.042969,0.044676,0.001721,0.002181,0.003409,0.008474,0.014084,0.024712,0.030607,0.034192,0.036739,0.009842,0.011222,0.013748,0.01776,0.021352,0.026474,0.029945,0.032959,0.034273,0.036936,0.037561,0.037067,0.010242,0.01167,0.015091,0.019129,0.023134,0.029094,0.032683,0.035689,0.037197,0.003,0.0034,0.0039,0.00495
2011-02-28,1.0183,0.9745,0.9295,476.35,,1.3813,1.6265,81.93,5.6006,0.7516,6.3303,1.2707,3349,1411,1.57305,0.001532,0.00148,0.002281,0.006741,0.011931,0.021423,0.028595,0.032763,0.034972,0.041655,0.043139,0.044848,0.001881,0.002316,0.003481,0.008247,0.0138,0.02457,0.030835,0.034338,0.036946,0.009981,0.011493,0.014064,0.018362,0.022085,0.02699,0.030156,0.033044,0.034346,0.036819,0.037428,0.036995,0.010504,0.011834,0.01546,0.019815,0.023771,0.029613,0.032896,0.035777,0.037223,0.00282,0.0033,0.00374,0.00496
2011-03-01,1.0169,0.9737,0.9306,475.96,,1.383,1.6309,82.05,5.563,0.751,6.3003,1.2705,3437,1420.75,1.5729,0.001417,0.001337,0.002044,0.006361,0.011462,0.021002,0.028229,0.032505,0.034624,0.041385,0.042884,0.044635,0.001893,0.002289,0.00337,0.007889,0.013355,0.024173,0.030492,0.034103,0.036623,0.009848,0.011471,0.014002,0.017771,0.02156,0.026559,0.030057,0.032895,0.034202,0.036715,0.037465,0.037004,0.01026,0.011692,0.015099,0.019294,0.023435,0.029212,0.032728,0.035628,0.037039,0.003075,0.003375,0.00375,0.004675
2011-03-02,1.0173,0.9727,0.9224,476.55,,1.388,1.6324,81.66,5.5567,0.7431,6.3202,1.2692,3475,1435.5,1.57356,0.001383,0.001365,0.002255,0.006887,0.012109,0.021812,0.029018,0.033314,0.035452,0.04233,0.043809,0.045559,0.001891,0.002351,0.003614,0.008509,0.014094,0.025076,0.031374,0.034995,0.037533,0.009809,0.011241,0.013917,0.018307,0.021996,0.027256,0.030665,0.033449,0.034822,0.037281,0.037956,0.037524,0.010344,0.011787,0.015217,0.019752,0.023904,0.029802,0.033318,0.036245,0.037663,0.00325,0.0036,0.0039833,0.00485
