,AUD,CAD,CHF,CNY,EUR,GBP,JPY,NOK,NZD,SEK,SGD
1972-02-28,1.191,1.0028,3.8752,,,2.6057,303.95,6.6269,1.195,4.7927,
1972-02-29,1.191,1.0012,3.8685,,,2.6059,303.4,6.6269,1.195,4.7927,
1972-03-01,1.191,1.001,3.8711,,,2.6058,303.21,6.6192,1.195,4.787,
1972-03-02,1.191,1.0006,3.8685,,,2.6058,303.03,6.6203,1.195,4.7847,
1972-03-03,1.191,1.0004,3.8715,,,2.6077,302.66,6.6181,1.195,4.7801,
1972-03-06,1.191,0.9974,3.861,,,2.6112,302.75,6.6138,1.192,4.7755,
1972-03-07,1.191,0.9971,3.8573,,,2.6213,302.3,6.6007,1.1925,4.7653,
1972-03-08,1.191,0.9969,3.841,,,2.6257,302.02,6.5985,1.192,4.7596,
1972-03-09,1.191,0.9962,3.8183,,,2.644,301.66,6.5531,1.1925,4.7326,
1972-03-10,1.191,0.9971,3.8175,,,2.6409,301.93,6.5574,1.19,4.7506,
1972-03-13,1.191,0.9989,3.9817,,,2.6387,302.3,6.5531,1.195,4.7438,
1972-03-14,1.191,1.0003,3.8358,,,2.629,302.21,6.5703,1.192,4.7574,
1972-03-15,1.191,1.0011,3.8388,,,2.621,302.11,6.592,1.192,4.7687,
1972-03-16,1.191,1.0006,3.8432,,,2.62,302.02,6.5789,1.192,4.7664,
1972-03-17,1.191,1.0008,3.858,,,2.61,302.11,6.5963,1.19,4.779,
1972-03-20,1.191,0.9996,3.8625,,,2.6105,302.3,6.6225,1.192,4.7893,
1972-03-21,1.191,0.9973,3.8513,,,2.6175,302.11,6.5941,1.192,4.7733,
1972-03-22,1.191,0.9978,3.8603,,,2.6168,302.11,6.5854,1.192,4.7687,
1972-03-23,1.191,0.999,3.8655,,,2.6096,301.93,6.605,1.192,4.787,
1972-03-24,1.191,0.9987,3.87,,,2.6065,302.3,6.6159,1.192,4.7927,
1972-03-27,1.191,0.9966,3.8591,,,2.6107,302.57,6.6094,1.192,4.7881,
1972-03-28,1.191,0.9961,3.8528,,,2.615,302.85,6.605,1.192,4.7778,
1972-03-29,1.191,0.9966,3.8476,,,2.616,303.77,6.5985,1.192,4.7687,
1972-03-30,1.191,0.9972,3.8366,,,2.6152,303.77,6.5985,1.195,4.779,
1972-03-31,1.191,0.9977,3.8358,,,2.6163,304.32,6.6007,1.198,4.7801,
1972-04-03,1.191,0.9983,3.8373,,,2.616,304.14,6.5985,1.198,4.7801,
1972-04-04,1.191,0.9979,3.8476,,,2.6128,304.97,6.6007,1.198,4.7778,
1972-04-05,1.191,0.9969,3.8491,,,2.612,305.16,6.5941,1.192,4.7824,
1972-04-06,1.191,0.9964,3.8521,,,2.6093,304.88,6.5854,1.192,4.7824,
1972-04-07,1.191,0.997,3.8521,,,2.6088,303.21,6.592,1.192,4.7847,
1972-04-10,1.191,0.997,3.7092,,,2.6082,302.11,6.5854,1.195,4.7841,
1972-04-11,1.191,0.9969,3.8499,,,2.6115,302.3,6.5811,1.195,4.7801,
1972-04-12,1.191,0.997,3.8484,,,2.6125,302.43,6.5822,1.195,4.7793,
1972-04-13,1.191,0.9968,3.8506,,,2.6102,302.57,6.5963,1.1925,4.7824,
1972-04-14,1.191,0.9972,3.8558,,,2.6086,302.94,6.6007,1.195,4.7835,
1972-04-17,1.191,0.9967,3.8588,,,2.6082,302.57,6.6094,1.195,4.7847,
1972-04-18,1.191,0.997,3.8737,,,2.6068,302.39,6.6159,1.193,4.791,
1972-04-19,1.191,0.9969,3.879,,,2.6068,302.94,6.6236,1.193,4.7939,
1972-04-20,1.191,0.9961,3.867,,,2.6093,303.03,6.6094,1.1925,4.7847,
1972-04-21,1.191,0.9945,3.87,,,2.6084,303.21,6.6094,1.192,4.787,
1972-04-24,1.191,0.9933,3.8632,,,2.6099,305.16,6.6072,1.193,4.787,
1972-04-25,1.191,0.992,3.8625,,,2.6111,304.32,6.6072,1.192,4.7813,
1972-04-26,1.191,0.9917,3.864,,,2.611,303.77,6.5996,1.1925,4.7824,
1972-04-27,1.191,0.9923,3.8629,,,2.6116,304.23,6.605,1.193,4.7778,
1972-04-28,1.191,0.9924,3.8647,,,2.611,304.88,6.6028,1.1925,4.7755,
1972-05-01,1.191,0.9935,3.864,,,2.611,304.41,6.5996,1.195,4.7744,
1972-05-02,1.191,0.9931,3.864,,,2.6108,304.23,6.6039,1.195,4.7733,
1972-05-03,1.191,0.992,3.8625,,,2.6115,304.32,6.6028,1.195,4.7721,
1972-05-04,1.191,0.992,3.8617,,,2.6112,304.23,6.605,1.195,4.7676,
1972-05-05,1.191,0.9921,3.8632,,,2.6105,304.32,6.6028,1.195,4.7676,
1972-05-08,1.191,0.9922,3.8632,,,2.6107,305.06,6.6017,1.195,4.7664,
1972-05-09,1.191,0.9917,3.8573,,,2.6139,304.97,6.5898,1.195,4.7596,
1972-05-10,1.191,0.991,3.8551,,,2.6152,303.77,6.5703,1.195,4.7506,
1972-05-11,1.191,0.9896,3.861,,,2.6128,303.58,6.566,1.1925,4.7529,
1972-05-12,1.191,0.9899,3.8625,,,2.613,303.86,6.5789,1.1925,4.754,
1972-05-15,1.191,0.9901,3.867,,,2.6122,304.32,6.5768,1.195,4.754,
1972-05-16,1.191,0.9911,3.8707,,,2.6113,304.41,6.5768,1.195,4.7574,
1972-05-17,1.191,0.9893,3.8655,,,2.6136,304.51,6.5735,1.195,4.7529,
1972-05-18,1.191,0.9887,3.8655,,,2.6135,304.6,6.5595,1.194,4.7506,
1972-05-19,1.191,0.9886,3.8651,,,2.6132,304.04,6.5617,1.195,4.7506,
1972-05-22,1.191,0.9882,3.8655,,,2.6133,304.41,6.5595,1.195,4.7483,
1972-05-23,1.191,0.9876,3.8565,,,2.6128,304.23,6.5574,1.194,4.7483,
1972-05-24,1.191,0.9838,3.8565,,,2.6133,304.32,6.5466,1.194,4.7377,
1972-05-25,1.191,0.9839,3.8595,,,2.6116,304.32,6.5574,1.191,4.7472,
1972-05-26,1.191,0.9841,3.8562,,,2.6126,304.41,6.5574,1.191,4.7461,
1972-05-29,,,,,,,,,,,
1972-05-30,1.191,0.9831,3.8462,,,2.6125,305.34,6.5317,1.191,4.736,
1972-05-31,1.191,0.9812,3.8432,,,2.613,304.69,6.5274,1.195,4.7337,
1972-06-01,1.191,0.9816,3.8351,,,2.6125,304.41,6.5274,1.19,4.736,
1972-06-02,1.191,0.9813,3.8373,,,2.6117,304.23,6.4851,1.196,4.736,
1972-06-05,1.191,0.9786,3.8432,,,2.6114,304.69,6.5402,1.195,4.7427,
1972-06-06,1.191,0.979,3.8421,,,2.6109,304.51,6.5381,1.195,4.7461,
1972-06-07,1.191,0.979,3.8366,,,2.6115,304.41,6.537,1.19,4.7427,
1972-06-08,1.191,0.9768,3.8329,,,2.6112,304.32,6.5402,1.19,4.7393,
1972-06-09,1.191,0.9759,3.8329,,,2.6112,304.23,6.5466,1.19,4.7388,
1972-06-12,1.191,0.9777,3.8278,,,2.607,304.51,6.5381,1.19,4.7393,
1972-06-13,1.191,0.9778,3.8179,,,2.6076,304.04,6.5359,1.191,4.7405,
1972-06-14,1.191,0.9756,3.8197,,,2.608,303.95,6.5147,1.191,4.7393,
1972-06-15,1.191,0.9744,3.8157,,,2.6008,304.04,6.5125,1.195,4.7293,
1972-06-16,1.191,0.9759,3.8088,,,2.5913,303.95,6.5445,1.19,4.7326,
1972-06-19,1.191,0.9783,3.8059,,,2.591,303.86,6.5274,1.19,4.7304,
1972-06-20,1.191,0.9805,3.7979,,,2.585,303.4,6.5531,1.19,4.7371,
1972-06-21,1.191,0.9832,3.794,,,2.576,302.94,6.5563,1.19,4.7438,
1972-06-22,1.191,0.9813,3.7786,,,2.572,302.07,6.5963,1.19,4.7664,
1972-06-23,,0.9808,3.7439,,,2.5,294.12,6.5232,,4.7619,
1972-06-26,,0.9805,3.7355,,,2.5195,298.51,6.5531,,4.7619,
1972-06-27,,0.981,3.7594,,,2.4925,298.51,6.5574,,4.7483,
1972-06-28,,0.9815,3.7383,,,2.485,296.74,6.5062,,4.7281,
1972-06-29,1.191,0.9835,3.7495,,,2.4635,300.75,6.5189,1.19,4.7148,
1972-06-30,1.191,0.9856,3.7425,,,2.441,300.93,6.5147,1.19,4.7059,
1972-07-03,1.191,0.9846,3.7481,,,2.421,300.84,6.5019,1.192,4.7103,
1972-07-04,,,,,,,,,,,
1972-07-05,1.191,0.9836,3.7707,,,2.446,300.03,6.4998,1.195,4.7483,
1972-07-06,1.191,0.9843,3.7594,,,2.4355,300.57,6.4977,1.1935,4.7393,
1972-07-07,1.191,0.9855,3.7559,,,2.4385,300.93,6.4956,1.195,4.7427,
1972-07-10,1.191,0.9853,3.7552,,,2.442,301.3,6.4977,1.194,4.7371,
1972-07-11,1.191,0.9844,3.7545,,,2.441,301.57,6.4977,1.193,4.7382,
1972-07-12,1.191,0.9834,3.7523,,,2.4455,301.2,6.4977,1.194,4.7371,
1972-07-13,1.191,0.9835,3.752,,,2.4537,301.02,6.4977,1.1925,4.7309,
1972-07-14,1.191,0.9828,3.753,,,2.4465,301.2,6.4977,1.192,4.7226,
1972-07-17,1.191,0.9848,3.7538,,,2.4445,301.02,6.4977,1.195,4.7259,
1972-07-18,1.191,0.9836,3.7707,,,2.4445,300.75,6.4977,1.195,4.7281,
1972-07-19,1.191,0.9835,3.7771,,,2.4455,301.2,6.5019,1.1925,4.7259,
1972-07-20,1.191,0.9833,3.77,,,2.447,300.93,6.5168,1.1925,4.7237,
1972-07-21,1.191,0.9843,3.775,,,2.4505,301.11,6.5083,1.194,4.7248,
1972-07-24,1.191,0.9848,3.7811,,,2.4458,301.2,6.5253,1.1925,4.7326,
1972-07-25,1.191,0.9847,3.775,,,2.4482,300.75,6.5274,1.194,4.7382,
1972-07-26,1.191,0.9835,3.7718,,,2.4483,301.2,6.5189,1.191,4.7382,
1972-07-27,1.191,0.983,3.775,,,2.4505,301.2,6.5232,1.19,4.7304,
1972-07-28,1.191,0.9827,3.775,,,2.449,301.2,6.5232,1.19,4.7304,
1972-07-31,1.191,0.9834,3.7736,,,2.4498,301.39,6.5274,1.195,4.7281,
1972-08-01,1.191,0.9833,3.7736,,,2.4485,301.2,6.5253,1.194,4.7248,
1972-08-02,1.191,0.9832,3.7786,,,2.4505,301.2,6.5189,1.194,4.7259,
1972-08-03,1.191,0.9824,3.7793,,,2.4497,301.2,6.5189,1.194,4.727,
1972-08-04,1.191,0.9821,3.7779,,,2.4505,300.93,6.5189,1.195,4.7259,
1972-08-07,1.191,0.9822,3.7757,,,2.4505,301.11,6.521,1.194,4.7259,
1972-08-08,1.194,0.982,3.7768,,,2.4527,301.2,6.5189,1.195,4.7237,
1972-08-09,1.191,0.9819,3.7786,,,2.454,301.2,6.5168,1.193,4.7248,
1972-08-10,1.191,0.9815,3.7786,,,2.4525,301.11,6.5189,1.194,4.7259,
1972-08-11,1.191,0.9818,3.7793,,,2.4522,301.11,6.5168,1.195,4.7248,
1972-08-14,1.191,0.9818,3.7793,,,2.4523,301.11,6.5168,1.195,4.7237,
1972-08-15,1.191,0.9816,3.7821,,,2.4534,301.2,6.5168,1.195,4.7237,
1972-08-16,1.191,0.9819,3.7836,,,2.4542,301.2,6.5147,1.193,4.727,
1972-08-17,1.191,0.982,3.7886,,,2.4523,301.2,6.5189,1.194,4.7293,
1972-08-18,1.191,0.9822,3.7879,,,2.4509,301.2,6.5189,1.194,4.7276,
1972-08-21,1.191,0.9828,3.7915,,,2.4498,301.11,6.5253,1.195,4.7298,
1972-08-22,1.191,0.9834,3.7821,,,2.4461,301.2,6.521,1.195,4.7253,
1972-08-23,1.191,0.9827,3.7793,,,2.4476,301.2,6.5189,1.195,4.7242,
1972-08-24,1.191,0.9826,3.7793,,,2.446,301.2,6.5189,1.195,4.7259,
1972-08-25,1.191,0.9827,3.7864,,,2.4465,301.2,6.5178,1.195,4.727,
1972-08-28,1.191,0.9823,3.7777,,,2.4464,301.2,6.5253,1.195,4.727,
1972-08-29,1.191,0.9825,3.7821,,,2.4497,301.2,6.5285,1.195,4.727,
1972-08-30,1.191,0.9833,3.7786,,,2.4509,301.11,6.5274,1.195,4.7231,
1972-08-31,1.191,0.9832,3.7818,,,2.4483,301.11,6.5424,1.195,4.7248,
1972-09-01,1.191,0.9833,3.7793,,,2.4489,301.11,6.5466,1.195,4.727,
1972-09-04,,,,,,,,,,,
1972-09-05,1.191,0.9836,3.7821,,,2.4485,301.2,6.5552,1.195,4.7293,
1972-09-06,1.191,0.9839,3.7811,,,2.4496,301.2,6.5552,1.195,4.727,
1972-09-07,1.191,0.9836,3.7775,,,2.4485,301.11,6.5424,1.195,4.7293,
1972-09-08,1.191,0.984,3.7787,,,2.4467,301.11,6.5381,1.195,4.7281,
1972-09-11,1.191,0.9843,3.78,,,2.4464,301.2,6.5445,1.195,4.7304,
1972-09-12,1.191,0.9838,3.7807,,,2.4461,301.11,6.5595,1.195,4.7293,
1972-09-13,1.191,0.983,3.7793,,,2.4472,301.11,6.5531,1.195,4.7287,
1972-09-14,1.191,0.9828,3.7836,,,2.4476,301.11,6.5531,1.1925,4.7259,
1972-09-15,1.191,0.9818,3.7847,,,2.447,301.11,6.5542,1.1925,4.7253,
1972-09-18,1.191,0.9816,3.7918,,,2.4465,301.11,6.5735,1.1925,4.7248,
1972-09-19,1.191,0.9821,3.7904,,,2.4429,301.11,6.5844,1.1915,4.7259,
1972-09-20,1.191,0.9828,3.7904,,,2.444,301.11,6.5757,1.192,4.7259,
1972-09-21,1.191,0.9821,3.7915,,,2.4432,301.11,6.5898,1.1925,4.7265,
1972-09-22,1.191,0.9822,3.79,,,2.434,301.11,6.5876,1.194,4.727,
1972-09-25,1.191,0.9821,3.7925,,,2.4329,301.11,6.6072,1.19,4.727,
1972-09-26,1.191,0.9826,3.7958,,,2.4307,301.11,6.6357,1.19,4.7281,
1972-09-27,1.191,0.9832,3.7951,,,2.4284,301.02,6.6094,1.19,4.7298,
1972-09-28,1.191,0.9838,3.8019,,,2.4223,301.11,6.6159,1.194,4.7427,
1972-09-29,1.191,0.9835,3.8023,,,2.4195,301.11,6.6203,1.194,4.745,
1972-10-02,1.191,0.9842,3.8066,,,2.4242,301.11,6.6247,1.194,4.7405,
1972-10-03,1.191,0.984,3.8045,,,2.4231,301.11,6.6203,1.194,4.7393,
1972-10-04,1.191,0.9833,3.7965,,,2.424,301.11,6.6083,1.1885,4.7354,
1972-10-05,1.191,0.9834,3.7882,,,2.4232,301.11,6.5811,1.1885,4.7326,
1972-10-06,1.191,0.9837,3.7872,,,2.4217,300.93,6.5887,1.1925,4.7371,
1972-10-09,,,,,,,,,,,
1972-10-10,1.191,0.9825,3.7922,,,2.4191,300.93,6.5963,1.1925,4.7405,
1972-10-11,1.191,0.9825,3.7971,,,2.4204,301.02,6.5898,1.1925,4.7405,
1972-10-12,1.191,0.9825,3.7994,,,2.4185,301.02,6.5963,1.1925,4.7427,
1972-10-13,1.191,0.9819,3.7994,,,2.4179,301.11,6.58,1.1925,4.7438,
1972-10-16,1.19,0.9821,3.7983,,,2.4055,301.11,6.5811,1.19,4.7551,
1972-10-17,1.19,0.982,3.7979,,,2.4074,301.11,6.5768,1.19,4.7529,
1972-10-18,1.19,0.983,3.7961,,,2.408,301.11,6.5746,1.19,4.7483,
1972-10-19,1.19,0.9825,3.794,,,2.3925,301.02,6.5876,1.19,4.7416,
1972-10-20,1.19,0.9825,3.7976,,,2.3926,300.75,6.5898,1.195,4.7438,
1972-10-23,,,,,,,,,,,
1972-10-24,1.191,0.9825,3.8043,,,2.3755,301.02,6.6138,1.1925,4.7506,
1972-10-25,1.191,0.9821,3.7994,,,2.361,301.2,6.6203,1.192,4.7483,
1972-10-26,1.191,0.9821,3.799,,,2.344,300.84,6.6445,1.1925,4.7472,
1972-10-27,1.191,0.9822,3.7987,,,2.346,300.48,6.6401,1.195,4.7483,
1972-10-30,1.19,0.9825,3.7979,,,2.33,301.02,6.6357,1.1925,4.7472,
1972-10-31,1.191,0.9832,3.7994,,,2.3405,301.11,6.6423,1.194,4.7483,
1972-11-01,1.191,0.9843,3.7981,,,2.3565,301.02,6.6401,1.199,4.7495,
1972-11-02,1.191,0.9859,3.7965,,,2.3532,300.66,6.6423,1.198,4.7495,
1972-11-03,1.191,0.9866,3.7972,,,2.345,299.94,6.639,1.194,4.7483,
1972-11-06,1.191,0.9867,3.801,,,2.3565,301.02,6.6335,1.194,4.7483,
1972-11-07,,,,,,,,,,,
1972-11-08,1.191,0.9866,3.8019,,,2.351,301.02,6.6225,1.194,4.7478,
1972-11-09,1.191,0.9865,3.8008,,,2.3447,301.02,6.6247,1.194,4.7483,
1972-11-10,1.191,0.9862,3.8023,,,2.348,300.93,6.6148,1.194,4.7461,
1972-11-13,1.191,0.9857,3.8019,,,2.349,301.02,6.6148,1.1925,4.7444,
1972-11-14,1.191,0.986,3.803,,,2.3504,301.02,6.617,1.192,4.7438,
1972-11-15,1.191,0.986,3.7994,,,2.3554,301.11,6.6159,1.194,4.7427,
1972-11-16,1.191,0.9859,3.8012,,,2.3595,301.11,6.6094,1.1935,4.7438,
1972-11-17,1.191,0.9861,3.8023,,,2.3504,301.02,6.6028,1.194,4.7427,
1972-11-20,1.19,0.9863,3.8023,,,2.351,301.11,6.5833,1.195,4.7433,
1972-11-21,1.191,0.9869,3.8008,,,2.3518,301.11,6.5746,1.1935,4.7427,
1972-11-22,1.191,0.9869,3.799,,,2.3509,301.11,6.5746,1.194,4.7438,
1972-11-23,,,,,,,,,,,
1972-11-24,1.19,0.9876,3.7925,,,2.3498,301.02,6.5779,1.195,4.7427,
1972-11-27,1.191,0.9886,3.7739,,,2.3506,301.11,6.5703,1.195,4.7438,
1972-11-28,1.191,0.9909,3.785,,,2.3519,301.2,6.566,1.195,4.7438,
1972-11-29,1.191,0.9934,3.7764,,,2.3528,301.11,6.5703,1.195,4.7416,
1972-11-30,1.191,0.9945,3.7761,,,2.3522,301.11,6.5746,1.195,4.7393,
1972-12-01,1.191,0.995,3.7658,,,2.3474,301.11,6.5822,1.195,4.7438,
1972-12-04,1.191,0.9958,3.7729,,,2.3478,301.11,6.5811,1.195,4.7461,
1972-12-05,1.191,0.9961,3.7718,,,2.3446,301.11,6.5789,1.195,4.7461,
1972-12-06,1.191,0.9985,3.7743,,,2.3443,301.11,6.5649,1.195,4.7438,
1972-12-07,1.191,1.0017,3.7743,,,2.3405,301.11,6.566,1.195,4.7461,
1972-12-08,1.191,1.0012,3.7747,,,2.3432,301.11,6.5595,1.1945,4.7455,
1972-12-11,1.191,1.0016,3.775,,,2.338,301.07,6.5509,1.195,4.7419,
1972-12-12,1.191,0.9988,3.7775,,,2.3381,301.11,6.5424,1.195,4.745,
1972-12-13,1.191,0.9968,3.7743,,,2.34,301.11,6.5784,1.195,4.745,
1972-12-14,1.191,0.9974,3.7718,,,2.3415,301.11,6.5789,1.196,4.745,
1972-12-15,1.191,0.997,3.7718,,,2.347,301.11,6.5811,1.196,4.745,
1972-12-18,1.191,0.9971,3.7736,,,2.3478,301.11,6.5833,1.195,4.7438,
1972-12-19,1.191,0.9961,3.7745,,,2.3438,301.11,6.5833,1.197,4.7438,
1972-12-20,1.191,0.9933,3.77,,,2.3462,301.11,6.5725,1.194,4.7427,
1972-12-21,1.191,0.9923,3.7615,,,2.3447,301.11,6.5876,1.196,4.7416,
1972-12-22,1.191,0.9944,3.7594,,,2.3475,301.11,6.6028,1.196,4.7416,
1972-12-25,,,,,,,,,,,
1972-12-26,1.2726,0.9963,3.758,,,2.3486,301.39,6.6028,1.196,4.7416,
1972-12-27,1.273,0.995,3.7594,,,2.3504,302.02,6.6072,1.196,4.741,
1972-12-28,1.273,0.995,3.7679,,,2.3476,302.02,6.6489,1.195,4.7427,
1972-12-29,1.2732,0.9956,3.7707,,,2.348,301.66,6.6412,1.195,4.7438,
1973-01-01,,,,,,,,,,,
1973-01-02,1.2732,0.9964,3.7714,,,2.3472,301.39,6.6291,1.195,4.7438,
1973-01-03,1.273,0.9986,3.7636,,,2.3487,301.43,6.6159,1.195,4.7438,
1973-01-04,1.273,0.9981,3.7672,,,2.3503,301.2,6.6203,1.194,4.7438,
1973-01-05,1.273,0.9976,3.7651,,,2.3517,301.3,6.6203,1.195,4.7433,
1973-01-08,1.273,0.9996,3.7693,,,2.351,302.21,6.6159,1.198,4.7478,
1973-01-09,1.273,1.0008,3.7631,,,2.3514,302.07,6.5941,1.195,4.7486,
1973-01-10,1.273,0.9997,3.7585,,,2.3525,301.84,6.6148,1.195,4.7461,
1973-01-11,1.271,0.9985,3.7612,,,2.3513,301.48,6.6181,1.195,4.7466,
1973-01-12,1.271,0.9992,3.7619,,,2.3518,301.66,6.6181,1.195,4.7461,
1973-01-15,1.271,0.9998,3.7644,,,2.3509,301.66,6.6203,1.195,4.7478,
1973-01-16,1.271,0.9989,3.7633,,,2.3509,301.93,6.628,1.195,4.7495,
1973-01-17,1.271,0.9994,3.7601,,,2.3527,302.11,6.628,1.195,4.7472,
1973-01-18,1.271,1.0,3.7601,,,2.3531,302.21,6.6313,1.195,4.7472,
1973-01-19,1.271,1.0,3.759,,,2.3525,302.57,6.6313,1.195,4.7483,
1973-01-22,1.271,0.9995,3.7202,,,2.3535,302.48,6.6313,1.197,4.7461,
1973-01-23,1.271,0.9996,3.7313,,,2.3553,301.66,6.6148,1.195,4.7438,
1973-01-24,1.271,0.9994,3.695,,,2.3595,302.11,6.6225,1.195,4.7438,
1973-01-25,1.271,0.9993,3.6778,,,2.3605,301.84,6.5963,1.195,4.7388,
1973-01-26,1.271,0.9993,3.6711,,,2.361,301.75,6.5941,1.195,4.7393,
1973-01-29,1.271,0.9995,3.6225,,,2.371,301.66,6.592,1.195,4.7281,
1973-01-30,1.271,1.0002,3.6186,,,2.379,301.39,6.5531,1.195,4.7081,
1973-01-31,1.271,1.0009,3.6206,,,2.3817,301.39,6.5327,1.195,4.707,
1973-02-01,1.271,1.0003,3.6049,,,2.3871,300.93,6.4998,1.195,4.6992,
1973-02-02,1.271,1.0004,3.614,,,2.364,299.58,6.5062,1.195,4.7059,
1973-02-05,1.271,1.0012,3.601,,,2.3808,300.75,6.5424,1.195,4.7081,
1973-02-06,1.271,1.0015,3.5868,,,2.379,299.85,6.5147,1.195,4.7059,
1973-02-07,1.271,1.0019,3.5855,,,2.383,299.85,6.5147,1.195,4.7037,
1973-02-08,1.271,1.0003,3.56,,,2.3828,299.4,6.5232,1.195,4.7053,
1973-02-09,1.271,1.0002,3.5651,,,2.3818,293.26,6.4967,1.195,4.7037,
1973-02-12,,,,,,,,,,,
1973-02-13,,0.9941,3.459,,,2.44,266.67,6.25,,4.5455,
1973-02-14,1.415,0.9887,3.3875,,,2.47,265.96,6.3012,1.32,4.5045,
1973-02-15,1.417,0.9906,3.358,,,2.45,263.02,6.035,1.32,4.5147,
1973-02-16,1.417,0.9924,3.367,,,2.4331,263.85,6.0314,1.32,4.2772,
1973-02-19,,,,,,,,,,,
1973-02-20,1.417,0.9919,3.3636,,,2.4385,265.96,6.068,1.3205,4.5106,
1973-02-21,1.41,0.9923,3.3422,,,2.442,264.9,6.0569,1.3205,4.5045,
1973-02-22,1.41,0.9911,3.252,,,2.461,265.46,6.0441,1.3207,4.5055,
1973-02-23,1.41,0.9915,3.2733,,,2.474,264.9,6.006,1.32,4.4583,
1973-02-26,1.415,0.9942,3.2563,,,2.465,265.6,6.0132,1.3205,4.4583,
1973-02-27,1.41,0.9947,3.2,,,2.468,265.96,6.006,1.3205,4.4583,
1973-02-28,1.41,0.9942,3.1299,,,2.49,265.67,5.9773,1.3208,4.4543,
1973-03-01,1.41,0.994,3.1299,,,2.5,265.6,5.8514,1.321,4.4385,
1973-03-02,,0.9941,3.1299,,,2.5,262.12,5.6593,,4.2735,
1973-03-05,1.4191,0.9954,3.2113,,,2.447,259.07,5.848,,4.3668,
1973-03-06,1.42,0.9965,3.1928,,,2.462,261.78,5.8651,1.33,4.386,
1973-03-07,1.42,0.998,3.1796,,,2.472,261.92,5.8997,1.33,4.3573,
1973-03-08,1.41,0.9964,3.1726,,,2.473,261.44,5.872,1.3215,4.3103,
1973-03-09,1.412,0.9967,3.1827,,,2.4705,260.42,5.9172,1.31,4.3384,
1973-03-12,1.41,0.9967,3.231,,,2.47,257.07,5.9242,1.32,4.3898,
1973-03-13,1.41,0.9966,3.268,,,2.4685,254.97,5.9207,1.32,4.4248,
1973-03-14,1.41,0.9963,3.2436,,,2.464,254.45,6.0205,1.32,4.4563,
1973-03-15,1.41,0.9963,3.2041,,,2.464,255.75,5.9595,1.32,4.4209,
1973-03-16,1.41,0.9965,3.2394,,,2.457,260.08,5.8997,1.32,4.4346,
1973-03-19,1.41,0.9974,3.252,,,2.46,263.16,5.9488,1.32,4.4743,
1973-03-20,1.41,0.998,3.2425,,,2.4665,263.16,5.9347,1.32,4.4783,
1973-03-21,1.41,0.9973,3.2468,,,2.4737,263.16,5.9347,1.32,4.4843,
1973-03-22,1.41,0.9966,3.2478,,,2.474,263.5,5.9137,1.32,4.4803,
1973-03-23,1.415,0.9967,3.2404,,,2.4737,266.03,5.9032,1.32,4.4863,
1973-03-26,1.415,0.9967,3.23,,,2.4767,265.53,5.8997,1.32,4.4823,
1973-03-27,1.415,0.9965,3.2248,,,2.4814,265.39,5.8997,1.325,4.4823,
1973-03-28,1.415,0.9976,3.2279,,,2.4814,265.6,5.8997,1.3296,4.4924,
1973-03-29,1.415,0.9974,3.2352,,,2.482,265.67,5.9032,1.3275,4.4939,
1973-03-30,1.415,0.9991,3.2436,,,2.4755,265.96,5.9032,1.3275,4.4944,
1973-04-02,1.415,0.9987,3.2648,,,2.4776,266.03,5.9294,1.325,4.5203,
1973-04-03,1.415,0.9988,3.26,,,2.4762,265.46,5.9471,1.3275,4.5285,
1973-04-04,1.415,0.999,3.2352,,,2.4814,264.97,5.9067,1.326,4.4863,
1973-04-05,1.415,0.9992,3.2331,,,2.4825,264.55,5.9102,1.326,4.4863,
1973-04-06,1.415,1.001,3.2404,,,2.483,264.76,5.9067,1.326,4.4984,
1973-04-09,1.415,0.9992,3.2373,,,2.4837,265.53,5.9032,1.326,4.5045,
1973-04-10,1.415,0.9996,3.2373,,,2.4867,265.53,5.9032,1.327,4.5188,
1973-04-11,1.415,0.9995,3.2305,,,2.4878,265.67,5.8962,1.34,4.5086,
1973-04-12,1.415,1.0003,3.23,,,2.4834,266.03,5.8945,1.34,4.5045,
1973-04-13,1.415,0.999,3.2362,,,2.4805,265.89,5.8997,1.34,4.5045,
1973-04-16,1.415,0.9996,3.2373,,,2.4822,265.6,5.9067,1.34,4.5167,
1973-04-17,1.415,1.0003,3.23,,,2.4845,265.46,5.9084,1.33,4.5106,
1973-04-18,1.415,1.0006,3.2362,,,2.4823,265.46,5.9137,1.33,4.5055,
1973-04-19,1.415,1.0007,3.241,,,2.4837,265.53,5.9102,1.33,4.5167,
1973-04-20,1.415,1.0015,3.2415,,,2.4848,265.6,5.9102,1.33,4.5147,
1973-04-23,1.415,1.0027,3.241,,,2.4845,265.6,5.9032,1.33,4.5147,
1973-04-24,1.415,1.0034,3.2452,,,2.4836,265.46,5.9242,1.325,4.5239,
1973-04-25,1.415,1.0029,3.2436,,,2.488,265.46,5.933,1.325,4.5249,
1973-04-26,1.415,1.0027,3.2468,,,2.4863,265.6,5.9347,1.325,4.5208,
1973-04-27,1.415,1.0032,3.2436,,,2.4867,265.6,5.9471,1.325,4.5269,
1973-04-30,1.415,1.0032,3.2415,,,2.489,265.53,5.9382,1.335,4.5249,
1973-05-01,1.415,1.0034,3.2404,,,2.4883,265.53,5.9382,1.334,4.5208,
1973-05-02,1.415,1.0033,3.2415,,,2.4935,265.53,5.933,1.332,4.5208,
