"id_instr","position"
"US3133ECFV10",550
"US3133ECGX66",510
"US3133ECHV91",550
"US3133ECQF41",275
"US3133ECR714",285
"US3133ECX746",260
"US3133X9DC15",434
"US3133XASA68",1000
"US3133XBDM45",331.6
"US3133XBMT96",268
"US3133XBTS41",420.4
"US3133XCUS05",583
"US3133XDTC54",310.7
"US3133XDTL53",2325
"US3133XFAY24",375
"US3133XFJF44",4000
"US3133XLWM16",636
"US3133XN5L98",402
"US3133XUMR12",1337.1
"US3133XVNU15",2197.8
"US3133XWNB17",2326.4
"US3133XWTZ21",355
"US3133XWX959",3236.4
"US3133XXP433",1187.4
"US3133XYRC10",250
"US313370JB56",1597.1
"US313370JS81",1642.8
"US313370LC02",500
"US313370NE40",1031
"US3133716Z40",250
"US313371NW21",857.5
"US313371PC49",1382.6
"US313371VF06",377.6
"US313371W511",473.5
"US313371ZY58",250.3
"US3133725D29",250
"US313372C289",305.5
"US313373SZ62",1782.2
"US313375RN99",958.3
"US313376ZQ12",773.2
"US313379ER62",498.1
"US313380L960",3000
"US313381H248",3000
"US313381YP41",3000
"US313382B777",500
"US313382GF44",250
"US313382JF17",400
"US313382K851",500
"US313382ML48",250
"US313382MM21",250
"US313382NZ25",250
"US313382QK29",250
"US313382TH62",250
"US313382TK91",250
"US313382TM57",250
"US3133834R96",3000
"US313383D243",250
"US313383D573",350
"US313383DJ75",250
"US313383R789",300
"US313383RN32",250
"US313383SK83",250
"US313383U254",250
"US313383V815",3000
"US3134A2HF86",699.1
"US3128X3L764",549.2
"US3128X33E17",532.2
"US3134A4UX02",3000
"US3134A4VC55",4000
"US3134A4VG69",4000
"US3134A4ZT45",4000
"US3137EAAD15",5000
"US3137EAAG46",4000
"US3128X9ML13",1000
"US3128X9QX15",1000
"US3137EACH01",6000
"US3137EACM95",5000
"US3137EACT49",4000
"US3137EACW77",5000
"US3134G2WG34",1000
"US3134G2YJ54",1000
"US3137EACY34",4500
"US3137EADA49",6000
"US3137EADD87",4500
"US3134G3WQ98",452.5
"US3134G3WS54",288.3
"US3134G3ZA10",2000
"US3134G3H781",1500
"US3134G3J761",1000
"US3134G3P958",833.8
"US3134G3W558",1500
"US3134G32E94",1000
"US3134G34N75",280
"US3137EADQ90",3500
"US3134G43P15",280
"US3134G4DE52",500
"US3134G4FJ22",1000
"US31359MWJ88",4000
"US31359MXX63",383.3
"US31359MA453",3000
"US31359MZC09",4000
"US31359MH896",5000
"US31359MS612",3000
"US31398AYY27",4000
"US31398AZV78",6500
"US31398AZZ82",2000
"US31398AU348",4000
"US31398AZ545",250
"US3136FPAB36",300
"US3136FPDY02",300
"US31398A3G50",1000
"US3136FPET08",250
"US31398A3T71",750
"US3136FPLV70",275
"US31398A4K53",250
"US31398A4M10",6500
"US31398A5R97",250
"US3135G0AL73",2000
"US3135G0BA00",4000
"US3135G0DW02",3000
"US3135G0FY40",5000
"US3135G0HG16",5500
"US3135G0KM47",4000
"US3135G0LN11",5000
"US3135G0NV19",5000
"US3135G0SB00",4000
"US3135G0UW19",1000
"US3135G0VA89",6000
"US3135G0XP31",3000
"US3135G0YE74",3000
"US62889KAB70",425
"US742651DA79",330
"US742651DB52",350
"US742651DH23",400
"US742651DL35",300
"US880591DY56",1000
"CA135087XS86",7717.3
"CA135087XX71",10143.3
"CA135087YB43",10157.4
"CA135087YS77",9735.3
"CA135087YU24",15000
"CA135087ZC17",9000
"CA135087ZF48",11341.7
"CA135087ZL16",9900
"CA135087ZN71",7991.7
"CA135087ZR85",12909.6
"CA135087ZT42",8174
"CA135087ZW70",9417
"CA135087ZX53",15600
"CA135087ZY37",8301.2
"CA135087A388",15300
"CA135087A537",9900
"CA135087A792",8100
"CA135087A958",9900
"CA135087B295",8100
"CA135087B527",6600
